,user_id,movie_id,recommendation_rank,module_source
665,14,134,16,VGCF
666,14,475,17,VGCF
667,14,182,18,VGCF
668,14,515,19,VGCF
669,14,483,20,VGCF
670,14,187,21,VGCF
671,14,137,22,VGCF
672,14,514,23,VGCF
673,14,479,24,VGCF
674,14,197,25,VGCF
675,14,268,26,VGCF
676,14,198,27,VGCF
677,14,285,28,VGCF
678,14,170,29,VGCF
679,14,223,30,VGCF
680,14,89,31,VGCF
681,14,64,32,VGCF
682,14,192,33,VGCF
683,14,175,34,VGCF
684,14,258,35,VGCF
685,14,180,36,VGCF
686,14,181,37,VGCF
687,14,209,38,VGCF
688,14,462,39,VGCF
689,14,657,40,VGCF
690,14,135,41,VGCF
691,14,59,42,VGCF
692,14,14,43,VGCF
693,14,172,44,VGCF
694,14,129,45,VGCF
695,14,86,46,VGCF
696,14,480,47,VGCF
697,14,211,48,VGCF
698,14,408,49,VGCF
699,14,527,50,VGCF
700,15,286,1,VGCF
701,15,313,2,VGCF
702,15,300,3,VGCF
703,15,294,4,VGCF
704,15,289,5,VGCF
705,15,301,6,VGCF
706,15,126,7,VGCF
707,15,100,8,VGCF
708,15,1,9,VGCF
709,15,25,10,VGCF
710,15,288,11,VGCF
711,15,276,12,VGCF
712,15,471,13,VGCF
713,15,304,14,VGCF
714,15,9,15,VGCF
715,15,319,16,VGCF
716,15,274,17,VGCF
717,15,740,18,VGCF
718,15,272,19,VGCF
719,15,245,20,VGCF
720,15,268,21,VGCF
721,15,315,22,VGCF
722,15,326,23,VGCF
723,15,476,24,VGCF
724,15,242,25,VGCF
725,15,321,26,VGCF
726,15,117,27,VGCF
727,15,287,28,VGCF
728,15,742,29,VGCF
729,15,127,30,VGCF
730,15,278,31,VGCF
731,15,591,32,VGCF
732,15,744,33,VGCF
733,15,284,34,VGCF
734,15,19,35,VGCF
735,15,316,36,VGCF
736,15,116,37,VGCF
737,15,332,38,VGCF
738,15,340,39,VGCF
739,15,222,40,VGCF
740,15,508,41,VGCF
741,15,151,42,VGCF
742,15,270,43,VGCF
743,15,538,44,VGCF
744,15,1197,45,VGCF
745,15,475,46,VGCF
746,15,293,47,VGCF
747,15,307,48,VGCF
748,15,750,49,VGCF
749,15,873,50,VGCF
750,16,50,1,VGCF
751,16,174,2,VGCF
752,16,181,3,VGCF
753,16,56,4,VGCF
754,16,173,5,VGCF
755,16,210,6,VGCF
756,16,96,7,VGCF
757,16,22,8,VGCF
758,16,69,9,VGCF
759,16,195,10,VGCF
760,16,318,11,VGCF
761,16,89,12,VGCF
762,16,28,13,VGCF
763,16,183,14,VGCF
764,16,64,15,VGCF
765,16,176,16,VGCF
766,16,186,17,VGCF
767,16,191,18,VGCF
768,16,82,19,VGCF
769,16,357,20,VGCF
770,16,132,21,VGCF
771,16,196,22,VGCF
772,16,97,23,VGCF
773,16,185,24,VGCF
774,16,7,25,VGCF
775,16,144,26,VGCF
776,16,265,27,VGCF
777,16,655,28,VGCF
778,16,194,29,VGCF
779,16,568,30,VGCF
780,16,228,31,VGCF
781,16,153,32,VGCF
782,16,483,33,VGCF
783,16,211,34,VGCF
784,16,187,35,VGCF
785,16,435,36,VGCF
786,16,496,37,VGCF
787,16,151,38,VGCF
788,16,179,39,VGCF
789,16,238,40,VGCF
790,16,215,41,VGCF
791,16,8,42,VGCF
792,16,651,43,VGCF
793,16,588,44,VGCF
794,16,182,45,VGCF
795,16,603,46,VGCF
796,16,222,47,VGCF
797,16,203,48,VGCF
798,16,197,49,VGCF
799,16,403,50,VGCF
800,17,285,1,VGCF
801,17,275,2,VGCF
802,17,9,3,VGCF
803,17,25,4,VGCF
804,17,287,5,VGCF
805,17,237,6,VGCF
806,17,508,7,VGCF
807,17,14,8,VGCF
808,17,50,9,VGCF
809,17,293,10,VGCF
810,17,124,11,VGCF
811,17,268,12,VGCF
812,17,127,13,VGCF
813,17,93,14,VGCF
814,17,246,15,VGCF
815,17,248,16,VGCF
816,17,13,17,VGCF
817,17,116,18,VGCF
818,17,1009,19,VGCF
819,17,129,20,VGCF
820,17,283,21,VGCF
821,17,258,22,VGCF
822,17,1,23,VGCF
823,17,19,24,VGCF
824,17,15,25,VGCF
825,17,20,26,VGCF
826,17,288,27,VGCF
827,17,813,28,VGCF
828,17,762,29,VGCF
829,17,181,30,VGCF
830,17,151,31,VGCF
831,17,1012,32,VGCF
832,17,282,33,VGCF
833,17,273,34,VGCF
834,17,301,35,VGCF
835,17,302,36,VGCF
836,17,591,37,VGCF
837,17,242,38,VGCF
838,17,257,39,VGCF
839,17,340,40,VGCF
840,17,319,41,VGCF
841,17,251,42,VGCF
842,17,1011,43,VGCF
843,17,255,44,VGCF
844,17,313,45,VGCF
845,17,458,46,VGCF
846,17,936,47,VGCF
847,17,847,48,VGCF
848,17,744,49,VGCF
849,17,741,50,VGCF
850,18,86,1,VGCF
851,18,191,2,VGCF
852,18,462,3,VGCF
853,18,70,4,VGCF
854,18,275,5,VGCF
855,18,514,6,VGCF
856,18,170,7,VGCF
857,18,483,8,VGCF
858,18,318,9,VGCF
859,18,509,10,VGCF
860,18,507,11,VGCF
861,18,131,12,VGCF
862,18,173,13,VGCF
863,18,479,14,VGCF
864,18,428,15,VGCF
865,18,69,16,VGCF
866,18,487,17,VGCF
867,18,190,18,VGCF
868,18,606,19,VGCF
869,18,496,20,VGCF
870,18,527,21,VGCF
871,18,196,22,VGCF
872,18,194,23,VGCF
873,18,498,24,VGCF
874,18,14,25,VGCF
875,18,499,26,VGCF
876,18,607,27,VGCF
877,18,463,28,VGCF
878,18,531,29,VGCF
879,18,660,30,VGCF
880,18,423,31,VGCF
881,18,185,32,VGCF
882,18,97,33,VGCF
883,18,286,34,VGCF
884,18,432,35,VGCF
885,18,694,36,VGCF
886,18,705,37,VGCF
887,18,488,38,VGCF
888,18,179,39,VGCF
889,18,511,40,VGCF
890,18,792,41,VGCF
891,18,485,42,VGCF
892,18,659,43,VGCF
893,18,1,44,VGCF
894,18,638,45,VGCF
895,18,921,46,VGCF
896,18,610,47,VGCF
897,18,655,48,VGCF
898,18,202,49,VGCF
899,18,64,50,VGCF
900,19,286,1,VGCF
901,19,275,2,VGCF
902,19,100,3,VGCF
903,19,258,4,VGCF
904,19,50,5,VGCF
905,19,269,6,VGCF
906,19,313,7,VGCF
907,19,283,8,VGCF
908,19,1,9,VGCF
909,19,9,10,VGCF
910,19,285,11,VGCF
911,19,289,12,VGCF
912,19,301,13,VGCF
913,19,237,14,VGCF
914,19,15,15,VGCF
915,19,127,16,VGCF
916,19,276,17,VGCF
917,19,300,18,VGCF
918,19,25,19,VGCF
919,19,181,20,VGCF
920,19,111,21,VGCF
921,19,14,22,VGCF
922,19,302,23,VGCF
923,19,242,24,VGCF
924,19,116,25,VGCF
925,19,272,26,VGCF
926,19,315,27,VGCF
927,19,306,28,VGCF
928,19,304,29,VGCF
929,19,126,30,VGCF
930,19,255,31,VGCF
931,19,124,32,VGCF
932,19,303,33,VGCF
933,19,19,34,VGCF
934,19,316,35,VGCF
935,19,690,36,VGCF
936,19,318,37,VGCF
937,19,515,38,VGCF
938,19,328,39,VGCF
939,19,740,40,VGCF
940,19,151,41,VGCF
941,19,257,42,VGCF
942,19,340,43,VGCF
943,19,475,44,VGCF
944,19,274,45,VGCF
945,19,310,46,VGCF
946,19,333,47,VGCF
947,19,321,48,VGCF
948,19,7,49,VGCF
949,19,70,50,VGCF
950,20,1,1,VGCF
951,20,71,2,VGCF
952,20,121,3,VGCF
953,20,95,4,VGCF
954,20,173,5,VGCF
955,20,69,6,VGCF
956,20,294,7,VGCF
957,20,393,8,VGCF
958,20,118,9,VGCF
959,20,28,10,VGCF
960,20,419,11,VGCF
961,20,88,12,VGCF
962,20,172,13,VGCF
963,20,969,14,VGCF
964,20,66,15,VGCF
965,20,222,16,VGCF
966,20,79,17,VGCF
967,20,125,18,VGCF
968,20,699,19,VGCF
969,20,111,20,VGCF
970,20,313,21,VGCF
971,20,202,22,VGCF
972,20,418,23,VGCF
973,20,755,24,VGCF
974,20,237,25,VGCF
975,20,472,26,VGCF
976,20,300,27,VGCF
977,20,132,28,VGCF
978,20,739,29,VGCF
979,20,471,30,VGCF
980,20,993,31,VGCF
981,20,225,32,VGCF
982,20,117,33,VGCF
983,20,8,34,VGCF
984,20,257,35,VGCF
985,20,99,36,VGCF
986,20,405,37,VGCF
987,20,465,38,VGCF
988,20,215,39,VGCF
989,20,596,40,VGCF
990,20,742,41,VGCF
991,20,720,42,VGCF
992,20,258,43,VGCF
993,20,97,44,VGCF
994,20,216,45,VGCF
995,20,568,46,VGCF
996,20,692,47,VGCF
997,20,385,48,VGCF
998,20,275,49,VGCF
999,20,1035,50,VGCF
1000,21,320,1,VGCF
1001,21,56,2,VGCF
1002,21,288,3,VGCF
1003,21,919,4,VGCF
1004,21,219,5,VGCF
1005,21,324,6,VGCF
1006,21,844,7,VGCF
1007,21,156,8,VGCF
1008,21,1187,9,VGCF
1009,21,670,10,VGCF
1010,21,11,11,VGCF
1011,21,12,12,VGCF
1012,21,98,13,VGCF
1013,21,184,14,VGCF
1014,21,302,15,VGCF
1015,21,55,16,VGCF
1016,21,346,17,VGCF
1017,21,1073,18,VGCF
1018,21,447,19,VGCF
1019,21,92,20,VGCF
1020,21,182,21,VGCF
1021,21,183,22,VGCF
1022,21,943,23,VGCF
1023,21,475,24,VGCF
1024,21,96,25,VGCF
1025,21,268,26,VGCF
1026,21,218,27,VGCF
1027,21,176,28,VGCF
1028,21,100,29,VGCF
1029,21,234,30,VGCF
1030,21,23,31,VGCF
1031,21,89,32,VGCF
1032,21,860,33,VGCF
1033,21,129,34,VGCF
1034,21,179,35,VGCF
1035,21,806,36,VGCF
1036,21,217,37,VGCF
1037,21,455,38,VGCF
1038,21,558,39,VGCF
1039,21,271,40,VGCF
1040,21,298,41,VGCF
1041,21,293,42,VGCF
1042,21,258,43,VGCF
1043,21,250,44,VGCF
1044,21,24,45,VGCF
1045,21,267,46,VGCF
1046,21,181,47,VGCF
1047,21,188,48,VGCF
1048,21,446,49,VGCF
1049,21,299,50,VGCF
1050,22,96,1,VGCF
1051,22,56,2,VGCF
1052,22,172,3,VGCF
1053,22,195,4,VGCF
1054,22,98,5,VGCF
1055,22,183,6,VGCF
1056,22,176,7,VGCF
1057,22,79,8,VGCF
1058,22,22,9,VGCF
1059,22,11,10,VGCF
1060,22,7,11,VGCF
1061,22,234,12,VGCF
1062,22,12,13,VGCF
1063,22,550,14,VGCF
1064,22,64,15,VGCF
1065,22,403,16,VGCF
1066,22,226,17,VGCF
