user_id,movie_id,recommendation_rank,module_source
5,11,9,LLM_Batch_Reranker (hybrid scores)
5,82,10,LLM_Batch_Reranker (hybrid scores)
5,22,11,LLM_Batch_Reranker (hybrid scores)
5,91,12,LLM_Batch_Reranker (hybrid scores)
5,195,13,LLM_Batch_Reranker (hybrid scores)
5,28,14,LLM_Batch_Reranker (hybrid scores)
5,176,15,LLM_Batch_Reranker (hybrid scores)
5,403,16,LLM_Batch_Reranker (hybrid scores)
5,96,17,LLM_Batch_Reranker (hybrid scores)
5,68,18,LLM_Batch_Reranker (hybrid scores)
5,4,19,LLM_Batch_Reranker (hybrid scores)
5,161,20,LLM_Batch_Reranker (hybrid scores)
6,357,1,LLM_Batch_Reranker (hybrid scores)
6,318,2,LLM_Batch_Reranker (hybrid scores)
6,197,3,LLM_Batch_Reranker (hybrid scores)
6,213,4,LLM_Batch_Reranker (hybrid scores)
6,275,5,LLM_Batch_Reranker (hybrid scores)
6,100,6,LLM_Batch_Reranker (hybrid scores)
6,134,7,LLM_Batch_Reranker (hybrid scores)
6,269,8,LLM_Batch_Reranker (hybrid scores)
6,483,9,LLM_Batch_Reranker (hybrid scores)
6,511,10,LLM_Batch_Reranker (hybrid scores)
6,86,11,LLM_Batch_Reranker (hybrid scores)
6,498,12,LLM_Batch_Reranker (hybrid scores)
6,654,13,LLM_Batch_Reranker (hybrid scores)
6,528,14,LLM_Batch_Reranker (hybrid scores)
6,479,15,LLM_Batch_Reranker (hybrid scores)
6,603,16,LLM_Batch_Reranker (hybrid scores)
6,98,17,LLM_Batch_Reranker (hybrid scores)
6,69,18,LLM_Batch_Reranker (hybrid scores)
6,286,19,LLM_Batch_Reranker (hybrid scores)
6,515,20,LLM_Batch_Reranker (hybrid scores)
7,174,1,LLM_Batch_Reranker (hybrid scores)
7,191,2,LLM_Batch_Reranker (hybrid scores)
7,195,3,LLM_Batch_Reranker (hybrid scores)
7,79,4,LLM_Batch_Reranker (hybrid scores)
7,89,5,LLM_Batch_Reranker (hybrid scores)
7,182,6,LLM_Batch_Reranker (hybrid scores)
7,172,7,LLM_Batch_Reranker (hybrid scores)
7,479,8,LLM_Batch_Reranker (hybrid scores)
7,176,9,LLM_Batch_Reranker (hybrid scores)
7,511,10,LLM_Batch_Reranker (hybrid scores)
7,210,11,LLM_Batch_Reranker (hybrid scores)
7,196,12,LLM_Batch_Reranker (hybrid scores)
7,28,13,LLM_Batch_Reranker (hybrid scores)
7,177,14,LLM_Batch_Reranker (hybrid scores)
7,185,15,LLM_Batch_Reranker (hybrid scores)
7,22,16,LLM_Batch_Reranker (hybrid scores)
7,228,17,LLM_Batch_Reranker (hybrid scores)
7,188,18,LLM_Batch_Reranker (hybrid scores)
7,208,19,LLM_Batch_Reranker (hybrid scores)
7,435,20,LLM_Batch_Reranker (hybrid scores)
8,50,1,LLM_Batch_Reranker (hybrid scores)
8,265,2,LLM_Batch_Reranker (hybrid scores)
8,172,3,LLM_Batch_Reranker (hybrid scores)
8,79,4,LLM_Batch_Reranker (hybrid scores)
8,176,5,LLM_Batch_Reranker (hybrid scores)
8,89,6,LLM_Batch_Reranker (hybrid scores)
8,144,7,LLM_Batch_Reranker (hybrid scores)
8,117,8,LLM_Batch_Reranker (hybrid scores)
8,98,9,LLM_Batch_Reranker (hybrid scores)
8,31,10,LLM_Batch_Reranker (hybrid scores)
8,56,11,LLM_Batch_Reranker (hybrid scores)
8,230,12,LLM_Batch_Reranker (hybrid scores)
8,12,13,LLM_Batch_Reranker (hybrid scores)
8,22,14,LLM_Batch_Reranker (hybrid scores)
8,385,15,LLM_Batch_Reranker (hybrid scores)
8,135,16,LLM_Batch_Reranker (hybrid scores)
8,210,17,LLM_Batch_Reranker (hybrid scores)
8,7,18,LLM_Batch_Reranker (hybrid scores)
8,180,19,LLM_Batch_Reranker (hybrid scores)
8,127,20,LLM_Batch_Reranker (hybrid scores)
9,318,1,LLM_Batch_Reranker (hybrid scores)
9,174,2,LLM_Batch_Reranker (hybrid scores)
9,22,3,LLM_Batch_Reranker (hybrid scores)
9,79,4,LLM_Batch_Reranker (hybrid scores)
9,64,5,LLM_Batch_Reranker (hybrid scores)
9,127,6,LLM_Batch_Reranker (hybrid scores)
9,603,7,LLM_Batch_Reranker (hybrid scores)
9,357,8,LLM_Batch_Reranker (hybrid scores)
9,12,9,LLM_Batch_Reranker (hybrid scores)
9,172,10,LLM_Batch_Reranker (hybrid scores)
9,56,11,LLM_Batch_Reranker (hybrid scores)
9,210,12,LLM_Batch_Reranker (hybrid scores)
9,96,13,LLM_Batch_Reranker (hybrid scores)
9,187,14,LLM_Batch_Reranker (hybrid scores)
9,181,15,LLM_Batch_Reranker (hybrid scores)
9,100,16,LLM_Batch_Reranker (hybrid scores)
9,98,17,LLM_Batch_Reranker (hybrid scores)
9,191,18,LLM_Batch_Reranker (hybrid scores)
9,185,19,LLM_Batch_Reranker (hybrid scores)
9,258,20,LLM_Batch_Reranker (hybrid scores)
10,318,1,LLM_Batch_Reranker (hybrid scores)
10,427,2,LLM_Batch_Reranker (hybrid scores)
10,483,3,LLM_Batch_Reranker (hybrid scores)
10,86,4,LLM_Batch_Reranker (hybrid scores)
10,191,5,LLM_Batch_Reranker (hybrid scores)
10,127,6,LLM_Batch_Reranker (hybrid scores)
10,100,7,LLM_Batch_Reranker (hybrid scores)
10,507,8,LLM_Batch_Reranker (hybrid scores)
10,514,9,LLM_Batch_Reranker (hybrid scores)
10,98,10,LLM_Batch_Reranker (hybrid scores)
10,187,11,LLM_Batch_Reranker (hybrid scores)
10,528,12,LLM_Batch_Reranker (hybrid scores)
10,603,13,LLM_Batch_Reranker (hybrid scores)
10,194,14,LLM_Batch_Reranker (hybrid scores)
10,515,15,LLM_Batch_Reranker (hybrid scores)
10,173,16,LLM_Batch_Reranker (hybrid scores)
10,132,17,LLM_Batch_Reranker (hybrid scores)
10,498,18,LLM_Batch_Reranker (hybrid scores)
10,504,19,LLM_Batch_Reranker (hybrid scores)
10,199,20,LLM_Batch_Reranker (hybrid scores)
11,174,1,LLM_Batch_Reranker (hybrid scores)
11,50,2,LLM_Batch_Reranker (hybrid scores)
11,181,3,LLM_Batch_Reranker (hybrid scores)
11,191,4,LLM_Batch_Reranker (hybrid scores)
11,64,5,LLM_Batch_Reranker (hybrid scores)
11,127,6,LLM_Batch_Reranker (hybrid scores)
11,1,7,LLM_Batch_Reranker (hybrid scores)
11,9,8,LLM_Batch_Reranker (hybrid scores)
11,483,9,LLM_Batch_Reranker (hybrid scores)
11,100,10,LLM_Batch_Reranker (hybrid scores)
11,313,11,LLM_Batch_Reranker (hybrid scores)
11,204,12,LLM_Batch_Reranker (hybrid scores)
11,496,13,LLM_Batch_Reranker (hybrid scores)
11,97,14,LLM_Batch_Reranker (hybrid scores)
11,111,15,LLM_Batch_Reranker (hybrid scores)
11,283,16,LLM_Batch_Reranker (hybrid scores)
11,210,17,LLM_Batch_Reranker (hybrid scores)
11,202,18,LLM_Batch_Reranker (hybrid scores)
11,197,19,LLM_Batch_Reranker (hybrid scores)
11,269,20,LLM_Batch_Reranker (hybrid scores)
12,50,1,LLM_Batch_Reranker (hybrid scores)
12,181,2,LLM_Batch_Reranker (hybrid scores)
12,318,3,LLM_Batch_Reranker (hybrid scores)
12,79,4,LLM_Batch_Reranker (hybrid scores)
12,423,5,LLM_Batch_Reranker (hybrid scores)
12,357,6,LLM_Batch_Reranker (hybrid scores)
12,96,7,LLM_Batch_Reranker (hybrid scores)
12,1,8,LLM_Batch_Reranker (hybrid scores)
12,210,9,LLM_Batch_Reranker (hybrid scores)
12,204,10,LLM_Batch_Reranker (hybrid scores)
12,196,11,LLM_Batch_Reranker (hybrid scores)
12,22,12,LLM_Batch_Reranker (hybrid scores)
12,15,13,LLM_Batch_Reranker (hybrid scores)
12,28,14,LLM_Batch_Reranker (hybrid scores)
12,97,15,LLM_Batch_Reranker (hybrid scores)
12,496,16,LLM_Batch_Reranker (hybrid scores)
12,237,17,LLM_Batch_Reranker (hybrid scores)
12,191,18,LLM_Batch_Reranker (hybrid scores)
12,56,19,LLM_Batch_Reranker (hybrid scores)
12,100,20,LLM_Batch_Reranker (hybrid scores)
13,318,1,LLM_Batch_Reranker (hybrid scores)
13,98,2,LLM_Batch_Reranker (hybrid scores)
13,56,3,LLM_Batch_Reranker (hybrid scores)
13,64,4,LLM_Batch_Reranker (hybrid scores)
13,11,5,LLM_Batch_Reranker (hybrid scores)
13,100,6,LLM_Batch_Reranker (hybrid scores)
13,196,7,LLM_Batch_Reranker (hybrid scores)
13,134,8,LLM_Batch_Reranker (hybrid scores)
13,180,9,LLM_Batch_Reranker (hybrid scores)
13,302,10,LLM_Batch_Reranker (hybrid scores)
13,185,11,LLM_Batch_Reranker (hybrid scores)
13,203,12,LLM_Batch_Reranker (hybrid scores)
13,479,13,LLM_Batch_Reranker (hybrid scores)
13,97,14,LLM_Batch_Reranker (hybrid scores)
13,423,15,LLM_Batch_Reranker (hybrid scores)
13,210,16,LLM_Batch_Reranker (hybrid scores)
13,258,17,LLM_Batch_Reranker (hybrid scores)
13,483,18,LLM_Batch_Reranker (hybrid scores)
13,198,19,LLM_Batch_Reranker (hybrid scores)
13,238,20,LLM_Batch_Reranker (hybrid scores)
14,179,1,LLM_Batch_Reranker (hybrid scores)
14,23,2,LLM_Batch_Reranker (hybrid scores)
14,100,3,LLM_Batch_Reranker (hybrid scores)
14,318,4,LLM_Batch_Reranker (hybrid scores)
14,56,5,LLM_Batch_Reranker (hybrid scores)
14,98,6,LLM_Batch_Reranker (hybrid scores)
14,603,7,LLM_Batch_Reranker (hybrid scores)
14,134,8,LLM_Batch_Reranker (hybrid scores)
14,182,9,LLM_Batch_Reranker (hybrid scores)
14,515,10,LLM_Batch_Reranker (hybrid scores)
14,357,11,LLM_Batch_Reranker (hybrid scores)
14,479,12,LLM_Batch_Reranker (hybrid scores)
14,187,13,LLM_Batch_Reranker (hybrid scores)
14,285,14,LLM_Batch_Reranker (hybrid scores)
14,7,15,LLM_Batch_Reranker (hybrid scores)
14,475,16,LLM_Batch_Reranker (hybrid scores)
14,197,17,LLM_Batch_Reranker (hybrid scores)
14,286,18,LLM_Batch_Reranker (hybrid scores)
14,268,19,LLM_Batch_Reranker (hybrid scores)
14,170,20,LLM_Batch_Reranker (hybrid scores)
15,313,1,LLM_Batch_Reranker (hybrid scores)
15,286,2,LLM_Batch_Reranker (hybrid scores)
15,126,3,LLM_Batch_Reranker (hybrid scores)
15,25,4,LLM_Batch_Reranker (hybrid scores)
15,9,5,LLM_Batch_Reranker (hybrid scores)
15,268,6,LLM_Batch_Reranker (hybrid scores)
15,272,7,LLM_Batch_Reranker (hybrid scores)
15,287,8,LLM_Batch_Reranker (hybrid scores)
15,301,9,LLM_Batch_Reranker (hybrid scores)
15,304,10,LLM_Batch_Reranker (hybrid scores)
15,321,11,LLM_Batch_Reranker (hybrid scores)
15,740,12,LLM_Batch_Reranker (hybrid scores)
15,242,13,LLM_Batch_Reranker (hybrid scores)
15,289,14,LLM_Batch_Reranker (hybrid scores)
15,294,15,LLM_Batch_Reranker (hybrid scores)
15,274,16,LLM_Batch_Reranker (hybrid scores)
15,319,17,LLM_Batch_Reranker (hybrid scores)
15,100,18,LLM_Batch_Reranker (hybrid scores)
15,1,19,LLM_Batch_Reranker (hybrid scores)
15,276,20,LLM_Batch_Reranker (hybrid scores)
16,181,1,LLM_Batch_Reranker (hybrid scores)
16,50,2,LLM_Batch_Reranker (hybrid scores)
16,174,3,LLM_Batch_Reranker (hybrid scores)
16,210,4,LLM_Batch_Reranker (hybrid scores)
16,28,5,LLM_Batch_Reranker (hybrid scores)
16,89,6,LLM_Batch_Reranker (hybrid scores)
16,96,7,LLM_Batch_Reranker (hybrid scores)
16,82,8,LLM_Batch_Reranker (hybrid scores)
16,56,9,LLM_Batch_Reranker (hybrid scores)
16,132,10,LLM_Batch_Reranker (hybrid scores)
16,195,11,LLM_Batch_Reranker (hybrid scores)
16,22,12,LLM_Batch_Reranker (hybrid scores)
16,97,13,LLM_Batch_Reranker (hybrid scores)
16,176,14,LLM_Batch_Reranker (hybrid scores)
16,655,15,LLM_Batch_Reranker (hybrid scores)
16,196,16,LLM_Batch_Reranker (hybrid scores)
16,265,17,LLM_Batch_Reranker (hybrid scores)
16,69,18,LLM_Batch_Reranker (hybrid scores)
16,173,19,LLM_Batch_Reranker (hybrid scores)
16,7,20,LLM_Batch_Reranker (hybrid scores)
17,285,1,LLM_Batch_Reranker (hybrid scores)
17,287,2,LLM_Batch_Reranker (hybrid scores)
17,9,3,LLM_Batch_Reranker (hybrid scores)
17,127,4,LLM_Batch_Reranker (hybrid scores)
17,293,5,LLM_Batch_Reranker (hybrid scores)
17,237,6,LLM_Batch_Reranker (hybrid scores)
17,508,7,LLM_Batch_Reranker (hybrid scores)
17,124,8,LLM_Batch_Reranker (hybrid scores)
17,283,9,LLM_Batch_Reranker (hybrid scores)
17,25,10,LLM_Batch_Reranker (hybrid scores)
17,275,11,LLM_Batch_Reranker (hybrid scores)
17,15,12,LLM_Batch_Reranker (hybrid scores)
17,116,13,LLM_Batch_Reranker (hybrid scores)
17,813,14,LLM_Batch_Reranker (hybrid scores)
17,248,15,LLM_Batch_Reranker (hybrid scores)
17,19,16,LLM_Batch_Reranker (hybrid scores)
17,1009,17,LLM_Batch_Reranker (hybrid scores)
17,129,18,LLM_Batch_Reranker (hybrid scores)
17,246,19,LLM_Batch_Reranker (hybrid scores)
17,762,20,LLM_Batch_Reranker (hybrid scores)
18,514,1,LLM_Batch_Reranker (hybrid scores)
18,275,2,LLM_Batch_Reranker (hybrid scores)
18,462,3,LLM_Batch_Reranker (hybrid scores)
18,86,4,LLM_Batch_Reranker (hybrid scores)
18,170,5,LLM_Batch_Reranker (hybrid scores)
18,487,6,LLM_Batch_Reranker (hybrid scores)
18,496,7,LLM_Batch_Reranker (hybrid scores)
18,191,8,LLM_Batch_Reranker (hybrid scores)
18,509,9,LLM_Batch_Reranker (hybrid scores)
18,131,10,LLM_Batch_Reranker (hybrid scores)
18,70,11,LLM_Batch_Reranker (hybrid scores)
18,69,12,LLM_Batch_Reranker (hybrid scores)
18,463,13,LLM_Batch_Reranker (hybrid scores)
18,483,14,LLM_Batch_Reranker (hybrid scores)
18,196,15,LLM_Batch_Reranker (hybrid scores)
18,14,16,LLM_Batch_Reranker (hybrid scores)
18,507,17,LLM_Batch_Reranker (hybrid scores)
18,428,18,LLM_Batch_Reranker (hybrid scores)
18,606,19,LLM_Batch_Reranker (hybrid scores)
18,499,20,LLM_Batch_Reranker (hybrid scores)
19,275,1,LLM_Batch_Reranker (hybrid scores)
19,15,2,LLM_Batch_Reranker (hybrid scores)
19,286,3,LLM_Batch_Reranker (hybrid scores)
19,285,4,LLM_Batch_Reranker (hybrid scores)
19,272,5,LLM_Batch_Reranker (hybrid scores)
19,283,6,LLM_Batch_Reranker (hybrid scores)
19,9,7,LLM_Batch_Reranker (hybrid scores)
19,237,8,LLM_Batch_Reranker (hybrid scores)
19,111,9,LLM_Batch_Reranker (hybrid scores)
19,14,10,LLM_Batch_Reranker (hybrid scores)
19,116,11,LLM_Batch_Reranker (hybrid scores)
19,304,12,LLM_Batch_Reranker (hybrid scores)
19,258,13,LLM_Batch_Reranker (hybrid scores)
19,306,14,LLM_Batch_Reranker (hybrid scores)
19,289,15,LLM_Batch_Reranker (hybrid scores)
19,242,16,LLM_Batch_Reranker (hybrid scores)
19,127,17,LLM_Batch_Reranker (hybrid scores)
19,301,18,LLM_Batch_Reranker (hybrid scores)
19,313,19,LLM_Batch_Reranker (hybrid scores)
19,100,20,LLM_Batch_Reranker (hybrid scores)
20,71,1,LLM_Batch_Reranker (hybrid scores)
20,28,2,LLM_Batch_Reranker (hybrid scores)
20,172,3,LLM_Batch_Reranker (hybrid scores)
20,173,4,LLM_Batch_Reranker (hybrid scores)
20,222,5,LLM_Batch_Reranker (hybrid scores)
20,1,6,LLM_Batch_Reranker (hybrid scores)
20,79,7,LLM_Batch_Reranker (hybrid scores)
20,95,8,LLM_Batch_Reranker (hybrid scores)
20,69,9,LLM_Batch_Reranker (hybrid scores)
20,118,10,LLM_Batch_Reranker (hybrid scores)
20,313,11,LLM_Batch_Reranker (hybrid scores)
20,300,12,LLM_Batch_Reranker (hybrid scores)
20,237,13,LLM_Batch_Reranker (hybrid scores)
20,202,14,LLM_Batch_Reranker (hybrid scores)
20,393,15,LLM_Batch_Reranker (hybrid scores)
20,418,16,LLM_Batch_Reranker (hybrid scores)
20,755,17,LLM_Batch_Reranker (hybrid scores)
20,699,18,LLM_Batch_Reranker (hybrid scores)
20,419,19,LLM_Batch_Reranker (hybrid scores)
20,294,20,LLM_Batch_Reranker (hybrid scores)
21,288,1,LLM_Batch_Reranker (hybrid scores)
21,98,2,LLM_Batch_Reranker (hybrid scores)
21,12,3,LLM_Batch_Reranker (hybrid scores)
21,320,4,LLM_Batch_Reranker (hybrid scores)
21,11,5,LLM_Batch_Reranker (hybrid scores)
21,324,6,LLM_Batch_Reranker (hybrid scores)
21,156,7,LLM_Batch_Reranker (hybrid scores)
21,302,8,LLM_Batch_Reranker (hybrid scores)
21,1073,9,LLM_Batch_Reranker (hybrid scores)
21,844,10,LLM_Batch_Reranker (hybrid scores)
21,55,11,LLM_Batch_Reranker (hybrid scores)
21,56,12,LLM_Batch_Reranker (hybrid scores)
21,1187,13,LLM_Batch_Reranker (hybrid scores)
21,346,14,LLM_Batch_Reranker (hybrid scores)
21,100,15,LLM_Batch_Reranker (hybrid scores)
21,919,16,LLM_Batch_Reranker (hybrid scores)
21,943,17,LLM_Batch_Reranker (hybrid scores)
21,670,18,LLM_Batch_Reranker (hybrid scores)
21,219,19,LLM_Batch_Reranker (hybrid scores)
21,182,20,LLM_Batch_Reranker (hybrid scores)
22,96,1,LLM_Batch_Reranker (hybrid scores)
22,195,2,LLM_Batch_Reranker (hybrid scores)
22,176,3,LLM_Batch_Reranker (hybrid scores)
22,11,4,LLM_Batch_Reranker (hybrid scores)
22,172,5,LLM_Batch_Reranker (hybrid scores)
22,12,6,LLM_Batch_Reranker (hybrid scores)
22,183,7,LLM_Batch_Reranker (hybrid scores)
22,79,8,LLM_Batch_Reranker (hybrid scores)
22,117,9,LLM_Batch_Reranker (hybrid scores)
22,22,10,LLM_Batch_Reranker (hybrid scores)
22,188,11,LLM_Batch_Reranker (hybrid scores)
22,403,12,LLM_Batch_Reranker (hybrid scores)
22,182,13,LLM_Batch_Reranker (hybrid scores)
22,56,14,LLM_Batch_Reranker (hybrid scores)
22,7,15,LLM_Batch_Reranker (hybrid scores)
22,226,16,LLM_Batch_Reranker (hybrid scores)
22,204,17,LLM_Batch_Reranker (hybrid scores)
22,177,18,LLM_Batch_Reranker (hybrid scores)
22,156,19,LLM_Batch_Reranker (hybrid scores)
22,98,20,LLM_Batch_Reranker (hybrid scores)
23,318,1,LLM_Batch_Reranker (hybrid scores)
23,50,2,LLM_Batch_Reranker (hybrid scores)
23,483,3,LLM_Batch_Reranker (hybrid scores)
23,357,4,LLM_Batch_Reranker (hybrid scores)
23,196,5,LLM_Batch_Reranker (hybrid scores)
23,197,6,LLM_Batch_Reranker (hybrid scores)
23,1,7,LLM_Batch_Reranker (hybrid scores)
23,86,8,LLM_Batch_Reranker (hybrid scores)
23,69,9,LLM_Batch_Reranker (hybrid scores)
23,9,10,LLM_Batch_Reranker (hybrid scores)
23,427,11,LLM_Batch_Reranker (hybrid scores)
23,64,12,LLM_Batch_Reranker (hybrid scores)
23,191,13,LLM_Batch_Reranker (hybrid scores)
23,187,14,LLM_Batch_Reranker (hybrid scores)
23,70,15,LLM_Batch_Reranker (hybrid scores)
23,97,16,LLM_Batch_Reranker (hybrid scores)
23,186,17,LLM_Batch_Reranker (hybrid scores)
23,210,18,LLM_Batch_Reranker (hybrid scores)
23,514,19,LLM_Batch_Reranker (hybrid scores)
23,179,20,LLM_Batch_Reranker (hybrid scores)
24,181,1,LLM_Batch_Reranker (hybrid scores)
24,50,2,LLM_Batch_Reranker (hybrid scores)
24,318,3,LLM_Batch_Reranker (hybrid scores)
24,258,4,LLM_Batch_Reranker (hybrid scores)
24,64,5,LLM_Batch_Reranker (hybrid scores)
24,9,6,LLM_Batch_Reranker (hybrid scores)
24,191,7,LLM_Batch_Reranker (hybrid scores)
24,174,8,LLM_Batch_Reranker (hybrid scores)
24,1,9,LLM_Batch_Reranker (hybrid scores)
24,172,10,LLM_Batch_Reranker (hybrid scores)
24,100,11,LLM_Batch_Reranker (hybrid scores)
24,423,12,LLM_Batch_Reranker (hybrid scores)
24,475,13,LLM_Batch_Reranker (hybrid scores)
24,96,14,LLM_Batch_Reranker (hybrid scores)
24,15,15,LLM_Batch_Reranker (hybrid scores)
24,202,16,LLM_Batch_Reranker (hybrid scores)
24,117,17,LLM_Batch_Reranker (hybrid scores)
24,22,18,LLM_Batch_Reranker (hybrid scores)
24,121,19,LLM_Batch_Reranker (hybrid scores)
24,204,20,LLM_Batch_Reranker (hybrid scores)
25,174,1,LLM_Batch_Reranker (hybrid scores)
25,50,2,LLM_Batch_Reranker (hybrid scores)
25,318,3,LLM_Batch_Reranker (hybrid scores)
25,210,4,LLM_Batch_Reranker (hybrid scores)
25,181,5,LLM_Batch_Reranker (hybrid scores)
25,172,6,LLM_Batch_Reranker (hybrid scores)
25,357,7,LLM_Batch_Reranker (hybrid scores)
25,496,8,LLM_Batch_Reranker (hybrid scores)
25,97,9,LLM_Batch_Reranker (hybrid scores)
25,191,10,LLM_Batch_Reranker (hybrid scores)
25,194,11,LLM_Batch_Reranker (hybrid scores)
25,423,12,LLM_Batch_Reranker (hybrid scores)
25,199,13,LLM_Batch_Reranker (hybrid scores)
25,28,14,LLM_Batch_Reranker (hybrid scores)
25,22,15,LLM_Batch_Reranker (hybrid scores)
25,483,16,LLM_Batch_Reranker (hybrid scores)
25,71,17,LLM_Batch_Reranker (hybrid scores)
25,435,18,LLM_Batch_Reranker (hybrid scores)
25,196,19,LLM_Batch_Reranker (hybrid scores)
25,498,20,LLM_Batch_Reranker (hybrid scores)
26,258,1,LLM_Batch_Reranker (hybrid scores)
26,127,2,LLM_Batch_Reranker (hybrid scores)
26,333,3,LLM_Batch_Reranker (hybrid scores)
26,9,4,LLM_Batch_Reranker (hybrid scores)
26,245,5,LLM_Batch_Reranker (hybrid scores)
26,307,6,LLM_Batch_Reranker (hybrid scores)
26,100,7,LLM_Batch_Reranker (hybrid scores)
26,310,8,LLM_Batch_Reranker (hybrid scores)
26,508,9,LLM_Batch_Reranker (hybrid scores)
26,332,10,LLM_Batch_Reranker (hybrid scores)
26,286,11,LLM_Batch_Reranker (hybrid scores)
26,117,12,LLM_Batch_Reranker (hybrid scores)
26,340,13,LLM_Batch_Reranker (hybrid scores)
26,15,14,LLM_Batch_Reranker (hybrid scores)
26,315,15,LLM_Batch_Reranker (hybrid scores)
26,273,16,LLM_Batch_Reranker (hybrid scores)
